pais,anio,esperanza_vida,pib,poblacion
Congo,1963,45.1,1251,1130000
Congo,1964,45.4,1266,1160000
Congo,1965,45.7,1278,1190000
Congo,1966,45.9,1261,1220000
Congo,1967,46.4,1253,1250000
Congo,1968,46.8,1312,1290000
Congo,1969,47.2,1372,1330000
Congo,1970,47.7,1418,1370000
Congo,1971,48.1,1484,1410000
Congo,1972,48.6,1566,1450000
Congo,1973,49.2,1645,1490000
Congo,1974,49.7,1723,1540000
Congo,1975,50.3,1803,1580000
Congo,1976,50.7,1767,1630000
Congo,1977,51.1,1562,1680000
Congo,1978,51.8,1614,1730000
Congo,1979,52.8,1722,1780000
Congo,1980,53.5,1967,1830000
Congo,1981,54.2,2247,1880000
Congo,1982,54.8,2697,1940000
Congo,1983,55.2,2773,2000000
Congo,1984,55.6,2883,2050000
Congo,1985,55.6,2769,2110000
Congo,1986,55.4,2508,2170000
Congo,1987,55,2445,2230000
Congo,1988,54.6,2421,2290000
Congo,1989,54,2417,2360000
Congo,1990,53.7,2375,2420000
Congo,1991,53.5,2366,2490000
Congo,1992,52.7,2362,2560000
Congo,1993,52.5,2275,2630000
Congo,1994,52.3,2091,2710000
Congo,1995,52.1,2114,2790000
Congo,1996,46.7,2143,2870000
Congo,1997,50.3,2069,2950000
Congo,1998,52.2,2085,3040000
Congo,1999,53,1973,3130000
Congo,2000,54,2062,3220000
Congo,2001,54.7,2080,3310000
Congo,2002,55.3,2115,3410000
Congo,2003,56.1,2072,3510000
Congo,2004,57,2080,3620000
Congo,2005,57.8,2172,3750000
Congo,2006,58.5,2269,3880000
Congo,2007,59.4,2047,4010000
Congo,2008,60.3,2103,4150000
Congo,2009,60.9,2272,4270000
Congo,2010,61.6,2423,4390000
Congo,2011,61.9,2408,4510000
Congo,2012,62.4,2580,4620000
Congo,2013,62.9,2499,4740000
Congo,2014,63.5,2603,4860000
Congo,2015,64.2,2449,4980000
Congo,2016,64.7,2130,5110000
Congo,2017,65,1985,5240000
Congo,2018,65.4,1841,5380000
Congo,2019,65.4,1793,5520000
Congo,2020,65.9,1639,5660000
Costa de Marfil,1960,46.1,1568,3630000
Costa de Marfil,1961,46.5,1663,3770000
Costa de Marfil,1962,47,1621,3920000
Costa de Marfil,1963,47.6,1786,4070000
Costa de Marfil,1964,48.4,2022,4230000
Costa de Marfil,1965,48.9,1887,4380000
Costa de Marfil,1966,49.3,2030,4540000
Costa de Marfil,1967,49.7,2048,4710000
Costa de Marfil,1968,50.3,2223,4900000
Costa de Marfil,1969,50.9,2343,5100000
Costa de Marfil,1970,51.6,2482,5330000
Costa de Marfil,1971,52.3,2601,5580000
Costa de Marfil,1972,52.9,2591,5840000
Costa de Marfil,1973,53.5,2621,6120000
Costa de Marfil,1974,54,2609,6410000
Costa de Marfil,1975,54.6,2696,6710000
Costa de Marfil,1976,55.1,2908,7030000
Costa de Marfil,1977,55.7,2981,7350000
Costa de Marfil,1978,56.3,3161,7690000
Costa de Marfil,1979,56.7,3095,8030000
Costa de Marfil,1980,57,2637,8390000
Costa de Marfil,1981,57.2,2612,8760000
Costa de Marfil,1982,57.3,2507,9140000
Costa de Marfil,1983,57.3,2309,9530000
Costa de Marfil,1984,57.4,2156,9920000
Costa de Marfil,1985,57.4,2164,10300000
Costa de Marfil,1986,57.2,2151,10700000
Costa de Marfil,1987,56.9,2065,11100000
Costa de Marfil,1988,56.3,2014,11500000
Costa de Marfil,1989,55.7,1999,11900000
Costa de Marfil,1990,55.1,1908,12400000
Costa de Marfil,1991,54.3,1841,12800000
Costa de Marfil,1992,53.4,1772,13300000
Costa de Marfil,1993,52.5,1707,13700000
Costa de Marfil,1994,51.7,1663,14200000
Costa de Marfil,1995,51.3,1723,14700000
Costa de Marfil,1996,51.1,1797,15100000
Costa de Marfil,1997,50.9,1910,15600000
Costa de Marfil,1998,51,1933,16000000
Costa de Marfil,1999,51.1,1902,16500000
Costa de Marfil,2000,51.5,1848,16900000
Costa de Marfil,2001,51.7,1765,17200000
Costa de Marfil,2002,52.1,1679,17600000
Costa de Marfil,2003,52.6,1567,18000000
Costa de Marfil,2004,53.5,1583,18400000
Costa de Marfil,2005,54.4,1565,18800000
Costa de Marfil,2006,55.3,1575,19200000
Costa de Marfil,2007,56.3,1558,19600000
Costa de Marfil,2008,57,1596,20100000
Costa de Marfil,2009,57.4,1616,20500000
Costa de Marfil,2010,57.8,1687,21000000
Costa de Marfil,2011,58.8,1559,21500000
Costa de Marfil,2012,59.4,1637,22100000
Costa de Marfil,2013,60.2,1769,22600000
Costa de Marfil,2014,61.1,1887,23200000
Costa de Marfil,2015,62,1973,23800000
Costa de Marfil,2016,62.8,2061,24400000
Costa de Marfil,2017,63.6,2157,25100000
Costa de Marfil,2018,64.3,2248,25700000
Costa de Marfil,2019,64.4,2328,26400000
Costa de Marfil,2020,64.9,2314,27100000
Costa Rica,1960,66.4,3600,1380000
Costa Rica,1961,65.4,3534,1430000
Costa Rica,1962,65.2,3591,1490000
Costa Rica,1963,64.5,3701,1540000
Costa Rica,1964,65.5,3704,1590000
Costa Rica,1965,66.4,3874,1650000
Costa Rica,1966,66.7,4012,1700000
Costa Rica,1967,67.2,4110,1750000
Costa Rica,1968,66.9,4328,1800000
Costa Rica,1969,67,4439,1850000
Costa Rica,1970,68.4,4644,1900000
Costa Rica,1971,68.8,4831,1940000
Costa Rica,1972,70.3,5097,1990000
Costa Rica,1973,71,5357,2040000
Costa Rica,1974,71.6,5516,2090000
Costa Rica,1975,72.5,5492,2150000
Costa Rica,1976,73.8,5648,2210000
Costa Rica,1977,74.4,5993,2260000
Costa Rica,1978,74.5,6201,2330000
Costa Rica,1979,74.7,6336,2390000
Costa Rica,1980,75.6,6214,2460000
Costa Rica,1981,75.7,5911,2520000
Costa Rica,1982,76.1,5333,2590000
Costa Rica,1983,75.7,5338,2660000
Costa Rica,1984,75.7,5612,2740000
Costa Rica,1985,76,5503,2810000
Costa Rica,1986,76.3,5656,2880000
Costa Rica,1987,76.6,5772,2960000
Costa Rica,1988,76.5,5817,3040000
Costa Rica,1989,76.9,5989,3120000
Costa Rica,1990,76.9,6041,3200000
Costa Rica,1991,76.9,6019,3290000
Costa Rica,1992,77.1,6404,3370000
Costa Rica,1993,76.8,6684,3460000
Costa Rica,1994,76.5,6811,3550000
Costa Rica,1995,77.1,6921,3630000
Costa Rica,1996,77.2,6846,3720000
Costa Rica,1997,77.4,7053,3800000
Costa Rica,1998,77.3,7389,3890000
Costa Rica,1999,77.9,7539,3960000
Costa Rica,2000,77.9,7678,4030000
Costa Rica,2001,78.4,7805,4100000
Costa Rica,2002,78.5,7940,4160000
Costa Rica,2003,78.6,8158,4230000
Costa Rica,2004,79.4,8395,4290000
Costa Rica,2005,79.1,8606,4350000
Costa Rica,2006,80.3,9110,4400000
Costa Rica,2007,80.3,9725,4460000
Costa Rica,2008,80.6,10053,4520000
Costa Rica,2009,79.5,9838,4580000
Costa Rica,2010,80.2,10237,4630000
Costa Rica,2011,80.3,10559,4690000
Costa Rica,2012,80.4,10945,4740000
Costa Rica,2013,80.5,11090,4800000
Costa Rica,2014,80.2,11355,4850000
Costa Rica,2015,79.8,11643,4900000
Costa Rica,2016,79.8,12005,4950000
Costa Rica,2017,80,12376,5000000
Costa Rica,2018,80.1,12574,5050000
Costa Rica,2019,78.9,12755,5090000
Costa Rica,2020,80.5,12127,5140000
Croacia,1960,66,NA,4220000
Croacia,1961,65.4,NA,4250000
Croacia,1962,66.6,NA,4280000
Croacia,1963,66.6,NA,4300000
Croacia,1964,67.6,NA,4330000
Croacia,1965,68.8,NA,4350000
Croacia,1966,68.5,NA,4370000
Croacia,1967,68.5,NA,4390000
Croacia,1968,68,NA,4410000
Croacia,1969,68.7,NA,4420000
Croacia,1970,69.2,NA,4440000
Croacia,1971,69.1,NA,4450000
Croacia,1972,70,NA,4470000
Croacia,1973,70.4,NA,4480000
Croacia,1974,70.6,NA,4500000
Croacia,1975,70.8,NA,4520000
Croacia,1976,70.9,NA,4540000
Croacia,1977,70.7,NA,4560000
Croacia,1978,70.7,NA,4580000
Croacia,1979,70.7,NA,4600000
Croacia,1980,70.7,NA,4620000
Croacia,1981,70.6,NA,4650000
Croacia,1982,70.3,NA,4670000
Croacia,1983,70.7,NA,4690000
Croacia,1984,71.3,NA,4720000
Croacia,1985,71.6,NA,4740000
Croacia,1986,71.4,NA,4760000
Croacia,1987,71.8,NA,4770000
Croacia,1988,72.2,NA,4780000
Croacia,1989,72.5,NA,4780000
Croacia,1990,72,NA,4760000
Croacia,1991,72.4,NA,4730000
Croacia,1992,72.7,NA,4700000
Croacia,1993,73.3,NA,4660000
Croacia,1994,73,NA,4620000
Croacia,1995,73.5,7264,4570000
Croacia,1996,73.5,7804,4530000
Croacia,1997,73.8,8323,4490000
Croacia,1998,74.1,8512,4460000
Croacia,1999,74.7,8474,4430000
Croacia,2000,74.9,8806,4410000
Croacia,2001,75,9428,4400000
Croacia,2002,75.1,9962,4390000
Croacia,2003,75.6,10510,4380000
Croacia,2004,75.6,10943,4380000
Croacia,2005,76,11400,4370000
Croacia,2006,75.9,11960,4360000
Croacia,2007,75.9,12550,4350000
Croacia,2008,76.5,12790,4340000
Croacia,2009,76.8,11871,4330000
Croacia,2010,77.1,11749,4310000
Croacia,2011,77.4,11780,4300000
Croacia,2012,77.8,11547,4280000
Croacia,2013,77.9,11537,4260000
Croacia,2014,77.7,11544,4230000
Croacia,2015,78.4,11933,4210000
Croacia,2016,78.5,12442,4180000
Croacia,2017,78.6,13022,4160000
Croacia,2018,78.7,13520,4130000
Croacia,2019,77.9,14068,4110000
Croacia,2020,79,12985,4080000
Cuba,1960,68.7,NA,7290000
Cuba,1961,68.8,NA,7450000
Cuba,1962,68.9,NA,7620000
Cuba,1963,70.1,NA,7790000
Cuba,1964,69.8,NA,7960000
Cuba,1965,70,NA,8120000
Cuba,1966,70.1,NA,8270000
Cuba,1967,70.1,NA,8410000
Cuba,1968,69.9,NA,8560000
Cuba,1969,70.8,NA,8710000
Cuba,1970,71.7,2654,8870000
Cuba,1971,72.8,2831,9030000
Cuba,1972,72.7,2916,9180000
Cuba,1973,72.7,2966,9320000
Cuba,1974,73.2,2949,9450000
Cuba,1975,73.2,3186,9550000
Cuba,1976,72.7,3321,9650000
Cuba,1977,73.3,3576,9720000
Cuba,1978,73.4,3781,9790000
Cuba,1979,73.6,3796,9850000
Cuba,1980,73.8,3590,9900000
Cuba,1981,74.3,4276,9940000
Cuba,1982,74.6,4638,9980000
Cuba,1983,74.5,4869,10000000
Cuba,1984,74.2,5228,10100000
Cuba,1985,74.8,5277,10200000
Cuba,1986,74.9,5237,10300000
Cuba,1987,74.8,5061,10400000
Cuba,1988,75.3,5192,10500000
Cuba,1989,75,5174,10600000
Cuba,1990,75.2,4978,10700000
Cuba,1991,75.2,4414,10700000
Cuba,1992,75.1,3880,10800000
Cuba,1993,75.1,3286,10800000
Cuba,1994,75.4,3295,10900000
Cuba,1995,75.8,3360,10900000
Cuba,1996,76.2,3607,11000000
Cuba,1997,76.3,3690,11000000
Cuba,1998,76.6,3680,11100000
Cuba,1999,77,3891,11100000
Cuba,2000,77.2,4106,11200000
Cuba,2001,77.9,4222,11200000
Cuba,2002,77.8,4269,11200000
Cuba,2003,77.8,4419,11300000
Cuba,2004,77.7,4665,11300000
Cuba,2005,78.4,5183,11300000
Cuba,2006,78.5,5808,11300000
Cuba,2007,78.4,6236,11200000
Cuba,2008,78.5,6501,11200000
Cuba,2009,78.5,6601,11200000
Cuba,2010,79.1,6759,11200000
Cuba,2011,78.8,6942,11300000
Cuba,2012,78.8,7138,11300000
Cuba,2013,78.7,7318,11300000
Cuba,2014,78.4,7379,11300000
Cuba,2015,78.5,7694,11300000
Cuba,2016,78.3,7726,11300000
Cuba,2017,78.3,7863,11300000
Cuba,2018,78.7,8041,11300000
Cuba,2019,78.7,8031,11300000
Cuba,2020,78.9,7156,11300000
Dinamarca,1960,72.6,18107,4610000
Dinamarca,1961,72.6,19128,4650000
Dinamarca,1962,72.6,20056,4690000
Dinamarca,1963,72.7,20025,4720000
Dinamarca,1964,72.7,21707,4760000
Dinamarca,1965,72.8,22520,4800000
Dinamarca,1966,73.1,22952,4830000
Dinamarca,1967,73.3,24031,4870000
Dinamarca,1968,73.5,25212,4900000
Dinamarca,1969,73.6,26705,4930000
Dinamarca,1970,73.6,26928,4960000
Dinamarca,1971,73.7,27545,4990000
Dinamarca,1972,73.9,28464,5020000
Dinamarca,1973,74.1,29451,5040000
Dinamarca,1974,74.2,28985,5060000
Dinamarca,1975,74.2,28480,5080000
Dinamarca,1976,74.7,30092,5100000
Dinamarca,1977,74.7,30559,5110000
Dinamarca,1978,74.5,31143,5120000
Dinamarca,1979,74.4,32269,5120000
Dinamarca,1980,74.5,32074,5130000
Dinamarca,1981,74.7,31869,5120000
Dinamarca,1982,74.7,33068,5120000
Dinamarca,1983,74.8,33949,5120000
Dinamarca,1984,74.8,35382,5110000
Dinamarca,1985,74.9,36784,5110000
Dinamarca,1986,75,38536,5120000
Dinamarca,1987,75.1,38585,5120000
Dinamarca,1988,75.1,38561,5130000
Dinamarca,1989,75.2,38787,5140000
Dinamarca,1990,75.4,39295,5150000
Dinamarca,1991,75.5,39740,5170000
Dinamarca,1992,75.5,40384,5190000
Dinamarca,1993,75.5,40254,5210000
Dinamarca,1994,75.6,42257,5230000
Dinamarca,1995,75.9,43310,5250000
Dinamarca,1996,76.3,44315,5280000
Dinamarca,1997,76.7,45570,5300000
Dinamarca,1998,76.7,46412,5320000
Dinamarca,1999,77.2,47622,5340000
Dinamarca,2000,77.3,49242,5360000
Dinamarca,2001,77.4,49470,5370000
Dinamarca,2002,77.7,49542,5390000
Dinamarca,2003,78,49600,5400000
Dinamarca,2004,78.3,50792,5420000
Dinamarca,2005,78.5,51836,5440000
Dinamarca,2006,78.7,53687,5470000
Dinamarca,2007,79,53936,5500000
Dinamarca,2008,79.2,53345,5530000
Dinamarca,2009,79.5,50457,5550000
Dinamarca,2010,79.9,51173,5580000
Dinamarca,2011,80.3,51644,5610000
Dinamarca,2012,80.5,51567,5640000
Dinamarca,2013,80.8,51832,5660000
Dinamarca,2014,81,52405,5690000
Dinamarca,2015,81,53255,5710000
Dinamarca,2016,81.1,54556,5730000
Dinamarca,2017,81.1,55736,5750000
Dinamarca,2018,81.1,56563,5770000
Dinamarca,2019,81.2,57553,5790000
Dinamarca,2020,81.4,56202,5810000
Djibouti,1960,56.5,NA,88500
Djibouti,1961,56.7,NA,94200
Djibouti,1962,57,NA,101000
Djibouti,1963,57.1,NA,108000
Djibouti,1964,57.3,NA,115000
Djibouti,1965,57.4,NA,123000
Djibouti,1966,57.6,NA,131000
Djibouti,1967,57.8,NA,140000
Djibouti,1968,58.1,NA,150000
Djibouti,1969,58.4,NA,160000
Djibouti,1970,58.2,NA,169000
Djibouti,1971,59.1,NA,179000
Djibouti,1972,59.6,NA,191000
Djibouti,1973,59.8,NA,205000
Djibouti,1974,60.1,NA,224000
Djibouti,1975,60.5,NA,249000
Djibouti,1976,60.7,NA,277000
Djibouti,1977,60.8,NA,308000
Djibouti,1978,60.3,NA,336000
Djibouti,1979,60.8,NA,359000
Djibouti,1980,60.6,NA,375000
Djibouti,1981,60.8,NA,385000
Djibouti,1982,60.7,NA,394000
Djibouti,1983,60.7,NA,406000
Djibouti,1984,60.6,NA,426000
Djibouti,1985,60.6,NA,454000
Djibouti,1986,60.6,NA,490000
Djibouti,1987,60.8,NA,529000
Djibouti,1988,60.8,NA,564000
Djibouti,1989,60.6,NA,590000
Djibouti,1990,60.3,NA,607000
Djibouti,1991,59,NA,615000
Djibouti,1992,60.2,NA,619000
Djibouti,1993,59.8,NA,622000
Djibouti,1994,60.5,NA,630000
Djibouti,1995,60.5,NA,644000
Djibouti,1996,60.4,NA,661000
Djibouti,1997,60.2,NA,680000
Djibouti,1998,60.3,NA,700000
Djibouti,1999,60.4,NA,718000
Djibouti,2000,60.5,NA,733000
Djibouti,2001,60.6,NA,747000
Djibouti,2002,60.9,NA,760000
Djibouti,2003,61,NA,772000
Djibouti,2004,61.4,NA,783000
Djibouti,2005,61.4,NA,795000
Djibouti,2006,62.1,NA,805000
Djibouti,2007,62.5,NA,816000
Djibouti,2008,62.9,NA,828000
Djibouti,2009,63.2,NA,840000
Djibouti,2010,63.6,NA,854000
Djibouti,2011,64.1,NA,868000
Djibouti,2012,64.5,NA,883000
Djibouti,2013,64.9,2384,899000
Djibouti,2014,65.3,2509,914000
Djibouti,2015,65.8,2653,929000
Djibouti,2016,66.2,2795,944000
Djibouti,2017,66.7,2901,959000
Djibouti,2018,66.8,2993,974000
Djibouti,2019,66.8,3111,988000
Djibouti,2020,67.5,3102,1000000
Dominica,1960,61.1,NA,61000
Dominica,1961,62.1,NA,62000
Dominica,1962,62.9,NA,62900
Dominica,1963,63.8,NA,63900
Dominica,1964,64.4,NA,65000
Dominica,1965,65,NA,66300
Dominica,1966,65.6,NA,67700
Dominica,1967,66.1,NA,69000
Dominica,1968,66.6,NA,70200
Dominica,1969,67.2,NA,71100
Dominica,1970,67.7,NA,71600
Dominica,1971,68.3,NA,71700
Dominica,1972,68.9,NA,71700
Dominica,1973,69.4,NA,71800
Dominica,1974,69.9,NA,72100
Dominica,1975,70.3,NA,72700
Dominica,1976,70.6,NA,73400
Dominica,1977,71.1,2880,74300
Dominica,1978,70.1,3147,75000
Dominica,1979,71.8,2546,75300
Dominica,1980,71.8,2873,75300
Dominica,1981,72.3,3184,75000
Dominica,1982,72.5,3329,74500
Dominica,1983,72.1,3438,73800
Dominica,1984,71.4,3614,73200
Dominica,1985,71.4,3697,72500
Dominica,1986,71.4,3995,71800
Dominica,1987,71.3,4288,71200
Dominica,1988,71.3,4664,70700
Dominica,1989,71.1,4688,70400
Dominica,1990,71.1,4963,70400
Dominica,1991,71.5,5033,70500
Dominica,1992,71.6,5122,70800
Dominica,1993,71.7,5213,71000
Dominica,1994,71.7,5198,71100
Dominica,1995,71.9,5351,70900
Dominica,1996,72.1,5531,70600
Dominica,1997,71.9,5679,70200
Dominica,1998,72.1,5928,69800
Dominica,1999,72.1,5979,69700
Dominica,2000,72.2,6134,69700
Dominica,2001,72.3,6129,69800
Dominica,2002,72.2,5941,70100
Dominica,2003,72.3,6295,70400
Dominica,2004,72.6,6461,70600
Dominica,2005,72.6,6485,70700
Dominica,2006,72.5,6774,70800
Dominica,2007,72.7,7196,70800
Dominica,2008,72.7,7705,70800
Dominica,2009,72.4,7613,70900
Dominica,2010,72.4,7661,70900
Dominica,2011,72.3,7640,71000
Dominica,2012,72.3,7555,71000
Dominica,2013,72.2,7473,71100
Dominica,2014,71.5,7820,71200
Dominica,2015,72.3,7597,71300
Dominica,2016,71.2,7793,71500
Dominica,2017,72.3,7261,71600
Dominica,2018,72.3,7502,71800
Dominica,2019,NA,7894,72000
Dominica,2020,NA,6567,72200
Ecuador,1960,57.2,2571,4670000
Ecuador,1961,57.7,2628,4810000
Ecuador,1962,58.2,2679,4950000
Ecuador,1963,59.3,2659,5090000
Ecuador,1964,59.8,2774,5240000
Ecuador,1965,60,2783,5400000
Ecuador,1966,60.4,2694,5560000
Ecuador,1967,60.9,2737,5730000
Ecuador,1968,60.8,2709,5900000
Ecuador,1969,61.4,2753,6070000
Ecuador,1970,62,2858,6250000
Ecuador,1971,62.2,2952,6430000
Ecuador,1972,62.5,3012,6610000
Ecuador,1973,63.2,3336,6800000
Ecuador,1974,64.1,3607,6990000
Ecuador,1975,64.8,3893,7190000
Ecuador,1976,65.7,4069,7380000
Ecuador,1977,66,4025,7580000
Ecuador,1978,66.7,4143,7780000
Ecuador,1979,67,4186,7990000
Ecuador,1980,67.9,4230,8200000
Ecuador,1981,68.4,4354,8410000
Ecuador,1982,68.3,4270,8620000
Ecuador,1983,69.1,4150,8840000
Ecuador,1984,69.9,4153,9070000
Ecuador,1985,70.4,4211,9290000
Ecuador,1986,69.1,4250,9520000
Ecuador,1987,70.8,4137,9760000
Ecuador,1988,71.5,4276,9990000
Ecuador,1989,72,4217,10200000
Ecuador,1990,71.5,4270,10500000
Ecuador,1991,72.1,4350,10700000
Ecuador,1992,72.5,4341,11000000
Ecuador,1993,73.2,4328,11200000
Ecuador,1994,73.6,4413,11500000
Ecuador,1995,73.5,4415,11700000
Ecuador,1996,74.2,4396,12000000
Ecuador,1997,74.1,4491,12200000
Ecuador,1998,74.2,4544,12400000
Ecuador,1999,74.5,4244,12700000
Ecuador,2000,75,4209,12900000
Ecuador,2001,74.1,4299,13100000
Ecuador,2002,73.9,4397,13400000
Ecuador,2003,73.9,4441,13600000
Ecuador,2004,73.6,4725,13800000
Ecuador,2005,73.6,4893,14100000
Ecuador,2006,73.7,5023,14300000
Ecuador,2007,73.8,5048,14500000
Ecuador,2008,74.1,5281,14800000
Ecuador,2009,74.3,5225,15000000
Ecuador,2010,74.9,5324,15200000
Ecuador,2011,74.9,5655,15500000
Ecuador,2012,75.2,5885,15700000
Ecuador,2013,75.6,6084,16000000
Ecuador,2014,75.9,6218,16200000
Ecuador,2015,75.9,6124,16500000
Ecuador,2016,76,5947,16800000
Ecuador,2017,76.2,5981,17100000
Ecuador,2018,76.4,5952,17400000
Ecuador,2019,73.9,5854,17600000
Ecuador,2020,76.8,5316,17900000
El Salvador,1960,53.9,NA,2850000
El Salvador,1961,54.4,NA,2930000
El Salvador,1962,55.3,NA,3020000
El Salvador,1963,55.9,NA,3110000
El Salvador,1964,56.4,NA,3200000
El Salvador,1965,57.1,2636,3290000
El Salvador,1966,58.3,2745,3390000
El Salvador,1967,58,2814,3480000
El Salvador,1968,57.3,2827,3580000
El Salvador,1969,57.8,2847,3670000
El Salvador,1970,60.2,2855,3770000
El Salvador,1971,60,2889,3870000
El Salvador,1972,61.4,2989,3960000
El Salvador,1973,61.6,3057,4060000
El Salvador,1974,62.4,3145,4150000
El Salvador,1975,63.6,3163,4250000
El Salvador,1976,63.6,3250,4340000
El Salvador,1977,64.7,3398,4430000
El Salvador,1978,64,3507,4510000
El Salvador,1979,63.8,3298,4590000
El Salvador,1980,58,2727,4670000
El Salvador,1981,62,2530,4740000
El Salvador,1982,60.6,2334,4800000
El Salvador,1983,63.1,2337,4870000
El Salvador,1984,65.6,2336,4940000
El Salvador,1985,66.3,2319,5000000
El Salvador,1986,67.5,2293,5070000
El Salvador,1987,68.7,2320,5130000
El Salvador,1988,67.7,2334,5200000
El Salvador,1989,69.8,2326,5270000
El Salvador,1990,70.1,2406,5340000
El Salvador,1991,70.8,2409,5420000
El Salvador,1992,70.9,2543,5490000
El Salvador,1993,70.9,2655,5560000
El Salvador,1994,71.6,2743,5630000
El Salvador,1995,72.2,2839,5690000
El Salvador,1996,72.1,2831,5750000
El Salvador,1997,71.4,2892,5800000
El Salvador,1998,72.8,2942,5840000
El Salvador,1999,73.1,2981,5890000
El Salvador,2000,73,2993,5930000
El Salvador,2001,74.3,2999,5960000
El Salvador,2002,73.9,3029,5990000
El Salvador,2003,73.6,3060,6020000
El Salvador,2004,73.6,3072,6050000
El Salvador,2005,73.7,3140,6080000
El Salvador,2006,74.1,3262,6110000
El Salvador,2007,74.7,3308,6130000
El Salvador,2008,74.1,3364,6160000
El Salvador,2009,75.2,3280,6180000
El Salvador,2010,75.1,3335,6210000
El Salvador,2011,74.5,3447,6240000
El Salvador,2012,74.3,3529,6270000
El Salvador,2013,73.5,3591,6300000
El Salvador,2014,73.4,3636,6330000
El Salvador,2015,75.2,3706,6360000
El Salvador,2016,75.4,3781,6390000
El Salvador,2017,75.6,3847,6420000
El Salvador,2018,75.7,3921,6450000
El Salvador,2019,75.1,3994,6490000
El Salvador,2020,76.2,3632,6520000
Emiratos Árabes Unidos,1960,60.8,NA,101000
Emiratos Árabes Unidos,1961,61.3,NA,112000
Emiratos Árabes Unidos,1962,61.6,NA,125000
Emiratos Árabes Unidos,1963,62.1,NA,138000
Emiratos Árabes Unidos,1964,62.6,NA,150000
Emiratos Árabes Unidos,1965,63,NA,160000
Emiratos Árabes Unidos,1966,63.4,NA,170000
Emiratos Árabes Unidos,1967,63.8,NA,183000
Emiratos Árabes Unidos,1968,64.2,NA,203000
Emiratos Árabes Unidos,1969,64,NA,235000
Emiratos Árabes Unidos,1970,64.9,NA,277000
Emiratos Árabes Unidos,1971,65.1,NA,331000
Emiratos Árabes Unidos,1972,65.4,NA,395000
Emiratos Árabes Unidos,1973,65.7,NA,467000
Emiratos Árabes Unidos,1974,66,NA,548000
Emiratos Árabes Unidos,1975,66.3,99453,638000
Emiratos Árabes Unidos,1976,66.6,99607,735000
Emiratos Árabes Unidos,1977,67,104937,835000
Emiratos Árabes Unidos,1978,67.3,90890,932000
Emiratos Árabes Unidos,1979,67.6,98553,1020000
Emiratos Árabes Unidos,1980,68,111574,1100000
Emiratos Árabes Unidos,1981,68.1,108563,1160000
Emiratos Árabes Unidos,1982,67.9,95338,1230000
Emiratos Árabes Unidos,1983,68.4,86109,1290000
Emiratos Árabes Unidos,1984,68.5,85033,1370000
Emiratos Árabes Unidos,1985,68.5,77644,1450000
Emiratos Árabes Unidos,1986,68.5,62368,1530000
Emiratos Árabes Unidos,1987,68.5,60813,1630000
Emiratos Árabes Unidos,1988,68.6,55816,1730000
Emiratos Árabes Unidos,1989,68.7,59120,1830000
Emiratos Árabes Unidos,1990,68.7,66024,1940000
Emiratos Árabes Unidos,1991,68.8,62854,2050000
Emiratos Árabes Unidos,1992,68.8,61295,2170000
Emiratos Árabes Unidos,1993,68.7,58633,2290000
Emiratos Árabes Unidos,1994,68.8,59365,2420000
Emiratos Árabes Unidos,1995,68.9,60169,2540000
Emiratos Árabes Unidos,1996,69,60549,2670000
Emiratos Árabes Unidos,1997,69.2,62265,2810000
Emiratos Árabes Unidos,1998,69.2,59298,2970000
Emiratos Árabes Unidos,1999,69.1,57875,3130000
Emiratos Árabes Unidos,2000,69.2,60716,3300000
Emiratos Árabes Unidos,2001,69.4,58422,3480000
Emiratos Árabes Unidos,2002,69.3,56815,3710000
Emiratos Árabes Unidos,2003,69.1,57932,4070000
Emiratos Árabes Unidos,2004,69.2,57910,4590000
Emiratos Árabes Unidos,2005,69.5,53845,5300000
Emiratos Árabes Unidos,2006,70,51197,6170000
Emiratos Árabes Unidos,2007,70.4,45389,7090000
Emiratos Árabes Unidos,2008,70.6,40755,7920000
Emiratos Árabes Unidos,2009,70.8,34580,8550000
Emiratos Árabes Unidos,2010,71,32535,8950000
Emiratos Árabes Unidos,2011,71.2,33246,9140000
Emiratos Árabes Unidos,2012,71.6,33997,9200000
Emiratos Árabes Unidos,2013,73,35496,9210000
Emiratos Árabes Unidos,2014,73.2,36996,9260000
Emiratos Árabes Unidos,2015,73.4,38663,9360000
Emiratos Árabes Unidos,2016,73.5,39400,9490000
Emiratos Árabes Unidos,2017,73.7,39799,9630000
Emiratos Árabes Unidos,2018,73.9,39671,9770000
Emiratos Árabes Unidos,2019,74,40438,9890000
Emiratos Árabes Unidos,2020,74.2,37498,9990000
Eritrea,1960,42.4,NA,1030000
Eritrea,1961,42.7,NA,1060000
Eritrea,1962,43,NA,1090000
Eritrea,1963,38.6,NA,1120000
Eritrea,1964,38.9,NA,1150000
Eritrea,1965,39.3,NA,1180000
Eritrea,1966,39.7,NA,1210000
Eritrea,1967,40.1,NA,1240000
Eritrea,1968,40.5,NA,1280000
Eritrea,1969,40.9,NA,1310000
Eritrea,1970,41.3,NA,1350000
Eritrea,1971,41.8,NA,1380000
Eritrea,1972,42.2,NA,1420000
Eritrea,1973,40.2,NA,1460000
Eritrea,1974,40.7,NA,1510000
Eritrea,1975,41.1,NA,1550000
Eritrea,1976,41.5,NA,1590000
Eritrea,1977,41.9,NA,1640000
Eritrea,1978,42.3,NA,1680000
